Ensembl Gene ID	Ensembl Transcript ID
ENSECAG00000003936	ENSECAT00000003791
ENSECAG00000003937	ENSECAT00000003845
ENSECAG00000003938	ENSECAT00000003794
ENSECAG00000003939	ENSECAT00000003795
ENSECAG00000003940	ENSECAT00000003793
ENSECAG00000003941	ENSECAT00000003808
ENSECAG00000003942	ENSECAT00000003787
ENSECAG00000003943	ENSECAT00000004801
ENSECAG00000003944	ENSECAT00000003799
ENSECAG00000003945	ENSECAT00000003820
ENSECAG00000003946	ENSECAT00000003819
ENSECAG00000003947	ENSECAT00000003798
ENSECAG00000003948	ENSECAT00000003807
ENSECAG00000003949	ENSECAT00000003825
ENSECAG00000003950	ENSECAT00000003904
ENSECAG00000003951	ENSECAT00000003802
ENSECAG00000003952	ENSECAT00000003816
ENSECAG00000003953	ENSECAT00000003966
ENSECAG00000003954	ENSECAT00000003805
ENSECAG00000003955	ENSECAT00000005911
ENSECAG00000003956	ENSECAT00000003828
ENSECAG00000003957	ENSECAT00000003833
ENSECAG00000003958	ENSECAT00000003881
ENSECAG00000003959	ENSECAT00000003821
ENSECAG00000003960	ENSECAT00000003812
ENSECAG00000003961	ENSECAT00000003846
ENSECAG00000003962	ENSECAT00000003830
ENSECAG00000003963	ENSECAT00000003824
ENSECAG00000003964	ENSECAT00000003902
ENSECAG00000003965	ENSECAT00000004423
ENSECAG00000003966	ENSECAT00000005053
ENSECAG00000003967	ENSECAT00000005890
ENSECAG00000003967	ENSECAT00000005972
ENSECAG00000003968	ENSECAT00000004936
ENSECAG00000003969	ENSECAT00000003851
ENSECAG00000003970	ENSECAT00000003919
ENSECAG00000003971	ENSECAT00000003827
ENSECAG00000003972	ENSECAT00000003826
ENSECAG00000003973	ENSECAT00000003863
ENSECAG00000003974	ENSECAT00000003831
ENSECAG00000003975	ENSECAT00000003905
ENSECAG00000003976	ENSECAT00000003836
ENSECAG00000003977	ENSECAT00000003862
ENSECAG00000003978	ENSECAT00000003923
ENSECAG00000003979	ENSECAT00000003854
ENSECAG00000003980	ENSECAT00000003832
ENSECAG00000003981	ENSECAT00000003837
ENSECAG00000003982	ENSECAT00000004753
ENSECAG00000003983	ENSECAT00000003843
ENSECAG00000003984	ENSECAT00000003840
ENSECAG00000021072	ENSECAT00000029082
ENSECAG00000021072	ENSECAT00000022394
ENSECAG00000003986	ENSECAT00000003861
ENSECAG00000003987	ENSECAT00000003866
ENSECAG00000003988	ENSECAT00000003848
ENSECAG00000003989	ENSECAT00000003864
ENSECAG00000003990	ENSECAT00000003850
ENSECAG00000003991	ENSECAT00000003844
ENSECAG00000003992	ENSECAT00000003872
ENSECAG00000003993	ENSECAT00000003949
ENSECAG00000003994	ENSECAT00000003877
ENSECAG00000003995	ENSECAT00000004384
ENSECAG00000003996	ENSECAT00000004076
ENSECAG00000003997	ENSECAT00000003891
ENSECAG00000003998	ENSECAT00000003873
ENSECAG00000003999	ENSECAT00000004030
ENSECAG00000004000	ENSECAT00000003857
ENSECAG00000004001	ENSECAT00000003855
ENSECAG00000004002	ENSECAT00000003867
ENSECAG00000004003	ENSECAT00000003924
ENSECAG00000004004	ENSECAT00000003856
ENSECAG00000004005	ENSECAT00000003900
ENSECAG00000004006	ENSECAT00000003859
ENSECAG00000004007	ENSECAT00000003878
ENSECAG00000004008	ENSECAT00000003869
ENSECAG00000004009	ENSECAT00000003860
ENSECAG00000004010	ENSECAT00000003879
ENSECAG00000004011	ENSECAT00000003868
ENSECAG00000004013	ENSECAT00000003875
ENSECAG00000004014	ENSECAT00000003909
ENSECAG00000004015	ENSECAT00000003874
ENSECAG00000004016	ENSECAT00000003880
ENSECAG00000004017	ENSECAT00000003913
ENSECAG00000004018	ENSECAT00000003886
ENSECAG00000004019	ENSECAT00000003870
ENSECAG00000004020	ENSECAT00000004618
ENSECAG00000004021	ENSECAT00000003892
ENSECAG00000004022	ENSECAT00000003871
ENSECAG00000004023	ENSECAT00000004908
ENSECAG00000004024	ENSECAT00000005708
ENSECAG00000004025	ENSECAT00000003945
ENSECAG00000004026	ENSECAT00000003895
ENSECAG00000004027	ENSECAT00000003894
ENSECAG00000004028	ENSECAT00000003888
ENSECAG00000004029	ENSECAT00000003884
ENSECAG00000004030	ENSECAT00000003882
ENSECAG00000004031	ENSECAT00000003992
ENSECAG00000004032	ENSECAT00000003887
ENSECAG00000004033	ENSECAT00000003897
ENSECAG00000004034	ENSECAT00000004004
ENSECAG00000004035	ENSECAT00000003929
ENSECAG00000004036	ENSECAT00000003942
ENSECAG00000004037	ENSECAT00000003890
ENSECAG00000004038	ENSECAT00000003883
ENSECAG00000004039	ENSECAT00000004026
ENSECAG00000004040	ENSECAT00000003889
ENSECAG00000004041	ENSECAT00000003967
ENSECAG00000004042	ENSECAT00000003885
ENSECAG00000004043	ENSECAT00000004001
ENSECAG00000004044	ENSECAT00000005413
ENSECAG00000004045	ENSECAT00000003903
ENSECAG00000004046	ENSECAT00000003899
ENSECAG00000004047	ENSECAT00000003898
ENSECAG00000004048	ENSECAT00000003896
ENSECAG00000004049	ENSECAT00000004072
ENSECAG00000004050	ENSECAT00000003931
ENSECAG00000004051	ENSECAT00000003901
ENSECAG00000004052	ENSECAT00000003953
ENSECAG00000004053	ENSECAT00000003928
ENSECAG00000004054	ENSECAT00000004059
ENSECAG00000004055	ENSECAT00000004096
ENSECAG00000004056	ENSECAT00000003907
ENSECAG00000004057	ENSECAT00000003918
ENSECAG00000004058	ENSECAT00000003963
ENSECAG00000004059	ENSECAT00000003914
ENSECAG00000004060	ENSECAT00000003933
ENSECAG00000004061	ENSECAT00000003927
ENSECAG00000004062	ENSECAT00000003912
ENSECAG00000004063	ENSECAT00000003916
ENSECAG00000004064	ENSECAT00000003917
ENSECAG00000004065	ENSECAT00000004027
ENSECAG00000004066	ENSECAT00000003977
ENSECAG00000004067	ENSECAT00000003947
ENSECAG00000004068	ENSECAT00000004102
ENSECAG00000004069	ENSECAT00000003932
ENSECAG00000004070	ENSECAT00000003930
ENSECAG00000004071	ENSECAT00000003921
ENSECAG00000004072	ENSECAT00000004011
ENSECAG00000004073	ENSECAT00000003940
ENSECAG00000004074	ENSECAT00000003948
ENSECAG00000004075	ENSECAT00000003979
ENSECAG00000004076	ENSECAT00000005148
ENSECAG00000004077	ENSECAT00000003943
ENSECAG00000004078	ENSECAT00000003935
ENSECAG00000004079	ENSECAT00000003934
ENSECAG00000004080	ENSECAT00000003939
ENSECAG00000004081	ENSECAT00000003920
ENSECAG00000004082	ENSECAT00000003944
ENSECAG00000004083	ENSECAT00000003937
ENSECAG00000004084	ENSECAT00000003955
ENSECAG00000004085	ENSECAT00000003950
ENSECAG00000004086	ENSECAT00000003970
ENSECAG00000004087	ENSECAT00000003974
ENSECAG00000004088	ENSECAT00000004179
ENSECAG00000004089	ENSECAT00000003952
ENSECAG00000004090	ENSECAT00000004089
ENSECAG00000004091	ENSECAT00000003938
ENSECAG00000004092	ENSECAT00000005892
ENSECAG00000004093	ENSECAT00000003961
ENSECAG00000004094	ENSECAT00000003956
ENSECAG00000004095	ENSECAT00000004058
ENSECAG00000004096	ENSECAT00000003958
ENSECAG00000004097	ENSECAT00000004010
ENSECAG00000004098	ENSECAT00000003954
ENSECAG00000004099	ENSECAT00000003987
ENSECAG00000004100	ENSECAT00000003962
ENSECAG00000004101	ENSECAT00000003957
ENSECAG00000004102	ENSECAT00000003959
ENSECAG00000004103	ENSECAT00000003984
ENSECAG00000004104	ENSECAT00000004094
ENSECAG00000004105	ENSECAT00000003964
ENSECAG00000004106	ENSECAT00000003973
ENSECAG00000004107	ENSECAT00000004086
ENSECAG00000004108	ENSECAT00000003969
ENSECAG00000004109	ENSECAT00000003978
ENSECAG00000004110	ENSECAT00000004291
ENSECAG00000004111	ENSECAT00000003980
ENSECAG00000004112	ENSECAT00000004021
ENSECAG00000004113	ENSECAT00000003971
ENSECAG00000004114	ENSECAT00000003976
ENSECAG00000004115	ENSECAT00000003981
ENSECAG00000004116	ENSECAT00000003982
ENSECAG00000004117	ENSECAT00000003972
ENSECAG00000004118	ENSECAT00000003968
ENSECAG00000004119	ENSECAT00000004783
ENSECAG00000004120	ENSECAT00000005188
ENSECAG00000004121	ENSECAT00000005372
ENSECAG00000004122	ENSECAT00000004055
ENSECAG00000004123	ENSECAT00000003995
ENSECAG00000004124	ENSECAT00000004057
ENSECAG00000004125	ENSECAT00000003988
ENSECAG00000004126	ENSECAT00000004125
ENSECAG00000004127	ENSECAT00000004032
ENSECAG00000004128	ENSECAT00000004063
ENSECAG00000004129	ENSECAT00000003986
ENSECAG00000004130	ENSECAT00000003989
ENSECAG00000004131	ENSECAT00000004020
ENSECAG00000004132	ENSECAT00000003990
ENSECAG00000004133	ENSECAT00000003991
ENSECAG00000004134	ENSECAT00000004251
ENSECAG00000004135	ENSECAT00000006010
ENSECAG00000004135	ENSECAT00000006019
ENSECAG00000004136	ENSECAT00000003998
ENSECAG00000004137	ENSECAT00000003993
ENSECAG00000004138	ENSECAT00000004000
ENSECAG00000004139	ENSECAT00000003996
ENSECAG00000004140	ENSECAT00000004003
ENSECAG00000004141	ENSECAT00000004008
ENSECAG00000004142	ENSECAT00000004002
ENSECAG00000004143	ENSECAT00000004040
ENSECAG00000004144	ENSECAT00000004051
ENSECAG00000004145	ENSECAT00000004118
ENSECAG00000004146	ENSECAT00000004006
ENSECAG00000004147	ENSECAT00000004035
ENSECAG00000004148	ENSECAT00000003997
ENSECAG00000004149	ENSECAT00000004068
ENSECAG00000004150	ENSECAT00000004043
ENSECAG00000004151	ENSECAT00000004024
ENSECAG00000004152	ENSECAT00000006202
ENSECAG00000004153	ENSECAT00000004007
ENSECAG00000004154	ENSECAT00000004009
ENSECAG00000004155	ENSECAT00000004014
ENSECAG00000004156	ENSECAT00000004015
ENSECAG00000004157	ENSECAT00000004012
ENSECAG00000004158	ENSECAT00000004345
ENSECAG00000004159	ENSECAT00000004571
ENSECAG00000004160	ENSECAT00000004330
ENSECAG00000004161	ENSECAT00000004022
ENSECAG00000004162	ENSECAT00000004041
ENSECAG00000004163	ENSECAT00000004018
ENSECAG00000004164	ENSECAT00000004029
ENSECAG00000004165	ENSECAT00000004017
ENSECAG00000004166	ENSECAT00000004060
ENSECAG00000004167	ENSECAT00000004065
ENSECAG00000004168	ENSECAT00000004016
ENSECAG00000004169	ENSECAT00000004019
ENSECAG00000004170	ENSECAT00000004037
ENSECAG00000004171	ENSECAT00000004049
ENSECAG00000004172	ENSECAT00000004036
ENSECAG00000004173	ENSECAT00000004117
ENSECAG00000004174	ENSECAT00000004046
ENSECAG00000004175	ENSECAT00000004034
ENSECAG00000004176	ENSECAT00000004050
ENSECAG00000004177	ENSECAT00000004165
ENSECAG00000004178	ENSECAT00000004130
ENSECAG00000004179	ENSECAT00000004033
ENSECAG00000004180	ENSECAT00000004215
ENSECAG00000004181	ENSECAT00000004162
ENSECAG00000004182	ENSECAT00000004042
ENSECAG00000004183	ENSECAT00000004107
ENSECAG00000004184	ENSECAT00000004054
ENSECAG00000004185	ENSECAT00000004088
ENSECAG00000004186	ENSECAT00000004111
ENSECAG00000004187	ENSECAT00000004099
ENSECAG00000004188	ENSECAT00000004053
ENSECAG00000004189	ENSECAT00000004052
ENSECAG00000004190	ENSECAT00000004133
ENSECAG00000004191	ENSECAT00000004276
ENSECAG00000004192	ENSECAT00000004056
ENSECAG00000004193	ENSECAT00000004085
ENSECAG00000004194	ENSECAT00000004093
ENSECAG00000004195	ENSECAT00000004082
ENSECAG00000004196	ENSECAT00000004061
ENSECAG00000004197	ENSECAT00000004062
ENSECAG00000004198	ENSECAT00000004064
ENSECAG00000004199	ENSECAT00000004176
ENSECAG00000004200	ENSECAT00000004202
ENSECAG00000004201	ENSECAT00000005255
ENSECAG00000004202	ENSECAT00000004428
ENSECAG00000004203	ENSECAT00000004070
ENSECAG00000004204	ENSECAT00000004071
ENSECAG00000004205	ENSECAT00000004066
ENSECAG00000004206	ENSECAT00000004115
ENSECAG00000004207	ENSECAT00000004106
ENSECAG00000004208	ENSECAT00000004080
ENSECAG00000004209	ENSECAT00000004075
ENSECAG00000004210	ENSECAT00000004067
ENSECAG00000004211	ENSECAT00000004074
ENSECAG00000004212	ENSECAT00000004092
ENSECAG00000004213	ENSECAT00000004295
ENSECAG00000004214	ENSECAT00000004073
ENSECAG00000004215	ENSECAT00000007047
ENSECAG00000004216	ENSECAT00000006522
ENSECAG00000004217	ENSECAT00000005696
ENSECAG00000004218	ENSECAT00000004308
ENSECAG00000004219	ENSECAT00000004264
ENSECAG00000004220	ENSECAT00000007156
ENSECAG00000004221	ENSECAT00000004101
ENSECAG00000004222	ENSECAT00000004220
ENSECAG00000004223	ENSECAT00000004090
ENSECAG00000004224	ENSECAT00000006072
ENSECAG00000004224	ENSECAT00000006169
ENSECAG00000004225	ENSECAT00000004084
ENSECAG00000004226	ENSECAT00000004091
ENSECAG00000004227	ENSECAT00000004083
ENSECAG00000004228	ENSECAT00000004129
ENSECAG00000004229	ENSECAT00000004254
ENSECAG00000004230	ENSECAT00000004095
ENSECAG00000004231	ENSECAT00000004323
ENSECAG00000004232	ENSECAT00000004104
ENSECAG00000004233	ENSECAT00000004097
ENSECAG00000004234	ENSECAT00000004954
ENSECAG00000004235	ENSECAT00000004137
ENSECAG00000004236	ENSECAT00000004109
ENSECAG00000004237	ENSECAT00000004105
ENSECAG00000004238	ENSECAT00000004178
ENSECAG00000004239	ENSECAT00000004121
ENSECAG00000004240	ENSECAT00000005389
ENSECAG00000004241	ENSECAT00000004772
ENSECAG00000004242	ENSECAT00000004851
ENSECAG00000004243	ENSECAT00000004126
ENSECAG00000004244	ENSECAT00000004116
ENSECAG00000004245	ENSECAT00000004123
ENSECAG00000004246	ENSECAT00000004132
ENSECAG00000004247	ENSECAT00000004114
ENSECAG00000004248	ENSECAT00000004119
ENSECAG00000004249	ENSECAT00000004120
ENSECAG00000004250	ENSECAT00000004833
ENSECAG00000004251	ENSECAT00000004193
ENSECAG00000004252	ENSECAT00000004113
ENSECAG00000004253	ENSECAT00000004127
ENSECAG00000004254	ENSECAT00000004158
ENSECAG00000004255	ENSECAT00000004149
ENSECAG00000004256	ENSECAT00000004717
ENSECAG00000004257	ENSECAT00000004930
ENSECAG00000004258	ENSECAT00000004849
ENSECAG00000004259	ENSECAT00000004210
ENSECAG00000004260	ENSECAT00000004336
ENSECAG00000004261	ENSECAT00000004139
ENSECAG00000004262	ENSECAT00000006868
ENSECAG00000004264	ENSECAT00000004150
ENSECAG00000004265	ENSECAT00000004197
ENSECAG00000004266	ENSECAT00000004143
ENSECAG00000004267	ENSECAT00000004207
ENSECAG00000004268	ENSECAT00000004128
ENSECAG00000004269	ENSECAT00000004124
ENSECAG00000004270	ENSECAT00000004134
ENSECAG00000004271	ENSECAT00000004787
ENSECAG00000004272	ENSECAT00000004144
ENSECAG00000004273	ENSECAT00000004138
ENSECAG00000004274	ENSECAT00000006886
ENSECAG00000004275	ENSECAT00000004140
ENSECAG00000004276	ENSECAT00000004142
ENSECAG00000004277	ENSECAT00000004141
ENSECAG00000004278	ENSECAT00000004250
ENSECAG00000004279	ENSECAT00000004145
ENSECAG00000004280	ENSECAT00000004218
ENSECAG00000004281	ENSECAT00000004217
ENSECAG00000004282	ENSECAT00000004146
ENSECAG00000004283	ENSECAT00000004163
ENSECAG00000004284	ENSECAT00000004147
ENSECAG00000004285	ENSECAT00000004148
ENSECAG00000004286	ENSECAT00000004514
ENSECAG00000004286	ENSECAT00000004540
ENSECAG00000004287	ENSECAT00000006741
ENSECAG00000004287	ENSECAT00000006748
ENSECAG00000004288	ENSECAT00000006084
ENSECAG00000004289	ENSECAT00000006311
ENSECAG00000004290	ENSECAT00000004156
ENSECAG00000004291	ENSECAT00000004151
ENSECAG00000004292	ENSECAT00000004157
ENSECAG00000004293	ENSECAT00000004161
ENSECAG00000004294	ENSECAT00000004372
ENSECAG00000004295	ENSECAT00000004153
ENSECAG00000004296	ENSECAT00000004154
ENSECAG00000004297	ENSECAT00000004152
ENSECAG00000004298	ENSECAT00000004155
ENSECAG00000004299	ENSECAT00000005657
ENSECAG00000004300	ENSECAT00000004171
ENSECAG00000004301	ENSECAT00000004174
ENSECAG00000004302	ENSECAT00000004170
ENSECAG00000004303	ENSECAT00000004232
ENSECAG00000004304	ENSECAT00000004168
ENSECAG00000004305	ENSECAT00000004185
ENSECAG00000004306	ENSECAT00000004177
ENSECAG00000004307	ENSECAT00000004242
ENSECAG00000004308	ENSECAT00000004164
ENSECAG00000004309	ENSECAT00000004172
ENSECAG00000004310	ENSECAT00000004173
ENSECAG00000004311	ENSECAT00000005007
ENSECAG00000004312	ENSECAT00000005750
ENSECAG00000004313	ENSECAT00000006528
ENSECAG00000004313	ENSECAT00000006579
ENSECAG00000004314	ENSECAT00000005876
ENSECAG00000004315	ENSECAT00000004195
ENSECAG00000004316	ENSECAT00000004231
ENSECAG00000004317	ENSECAT00000004180
ENSECAG00000004318	ENSECAT00000004843
ENSECAG00000004319	ENSECAT00000004186
ENSECAG00000004320	ENSECAT00000004184
ENSECAG00000004321	ENSECAT00000004284
ENSECAG00000004322	ENSECAT00000004181
ENSECAG00000004323	ENSECAT00000004192
ENSECAG00000004324	ENSECAT00000004183
ENSECAG00000004325	ENSECAT00000004230
ENSECAG00000004326	ENSECAT00000004182
ENSECAG00000004327	ENSECAT00000004201
ENSECAG00000004328	ENSECAT00000004187
ENSECAG00000004329	ENSECAT00000004194
ENSECAG00000004330	ENSECAT00000004188
ENSECAG00000004331	ENSECAT00000004196
ENSECAG00000004332	ENSECAT00000004189
ENSECAG00000004333	ENSECAT00000004190
ENSECAG00000004334	ENSECAT00000004445
ENSECAG00000004335	ENSECAT00000005027
ENSECAG00000004336	ENSECAT00000004204
ENSECAG00000004337	ENSECAT00000004228
ENSECAG00000004338	ENSECAT00000004866
ENSECAG00000004339	ENSECAT00000004543
ENSECAG00000004340	ENSECAT00000004214
ENSECAG00000004341	ENSECAT00000004199
ENSECAG00000004342	ENSECAT00000004222
ENSECAG00000004343	ENSECAT00000004387
ENSECAG00000004344	ENSECAT00000004205
ENSECAG00000004345	ENSECAT00000004322
ENSECAG00000004346	ENSECAT00000004211
ENSECAG00000004347	ENSECAT00000004203
ENSECAG00000004348	ENSECAT00000004223
ENSECAG00000004349	ENSECAT00000004262
ENSECAG00000004350	ENSECAT00000004198
ENSECAG00000004351	ENSECAT00000004235
ENSECAG00000004352	ENSECAT00000004365
ENSECAG00000004353	ENSECAT00000004227
ENSECAG00000004354	ENSECAT00000004212
ENSECAG00000004355	ENSECAT00000004256
ENSECAG00000004356	ENSECAT00000004229
ENSECAG00000004357	ENSECAT00000004216
ENSECAG00000004358	ENSECAT00000004213
ENSECAG00000004359	ENSECAT00000004233
ENSECAG00000004360	ENSECAT00000004219
ENSECAG00000004361	ENSECAT00000004706
ENSECAG00000004362	ENSECAT00000006044
ENSECAG00000004363	ENSECAT00000004247
ENSECAG00000026832	ENSECAT00000028900
ENSECAG00000004365	ENSECAT00000004224
ENSECAG00000004366	ENSECAT00000004296
ENSECAG00000004367	ENSECAT00000004328
ENSECAG00000004368	ENSECAT00000004225
ENSECAG00000004369	ENSECAT00000004257
ENSECAG00000004370	ENSECAT00000004236
ENSECAG00000004371	ENSECAT00000004270
ENSECAG00000004372	ENSECAT00000004366
ENSECAG00000004373	ENSECAT00000004682
ENSECAG00000004374	ENSECAT00000004237
ENSECAG00000004375	ENSECAT00000004238
ENSECAG00000004376	ENSECAT00000004245
ENSECAG00000004377	ENSECAT00000004246
ENSECAG00000004378	ENSECAT00000004243
ENSECAG00000004379	ENSECAT00000004248
ENSECAG00000004380	ENSECAT00000004241
ENSECAG00000004381	ENSECAT00000004249
ENSECAG00000004382	ENSECAT00000004310
ENSECAG00000004383	ENSECAT00000004240
ENSECAG00000004384	ENSECAT00000004293
ENSECAG00000004385	ENSECAT00000004239
ENSECAG00000004386	ENSECAT00000004496
ENSECAG00000004387	ENSECAT00000004545
ENSECAG00000004388	ENSECAT00000004273
ENSECAG00000004389	ENSECAT00000005261
ENSECAG00000004389	ENSECAT00000005458
ENSECAG00000004390	ENSECAT00000004267
ENSECAG00000004391	ENSECAT00000004259
ENSECAG00000004392	ENSECAT00000004358
ENSECAG00000004393	ENSECAT00000004271
ENSECAG00000004394	ENSECAT00000004298
ENSECAG00000004395	ENSECAT00000004274
ENSECAG00000004396	ENSECAT00000004283
ENSECAG00000004397	ENSECAT00000004460
ENSECAG00000004398	ENSECAT00000004348
ENSECAG00000004399	ENSECAT00000004263
ENSECAG00000004400	ENSECAT00000004810
ENSECAG00000004401	ENSECAT00000004279
ENSECAG00000004402	ENSECAT00000004280
ENSECAG00000004403	ENSECAT00000004326
ENSECAG00000004404	ENSECAT00000004266
ENSECAG00000004405	ENSECAT00000004269
ENSECAG00000004406	ENSECAT00000004450
ENSECAG00000004407	ENSECAT00000004265
ENSECAG00000004408	ENSECAT00000004329
ENSECAG00000004409	ENSECAT00000004268
ENSECAG00000004410	ENSECAT00000004258
ENSECAG00000004411	ENSECAT00000004316
ENSECAG00000004412	ENSECAT00000004417
ENSECAG00000004413	ENSECAT00000004260
ENSECAG00000004414	ENSECAT00000004282
ENSECAG00000004415	ENSECAT00000004300
ENSECAG00000004416	ENSECAT00000004277
ENSECAG00000004417	ENSECAT00000004478
ENSECAG00000004418	ENSECAT00000004294
ENSECAG00000004419	ENSECAT00000004297
ENSECAG00000004420	ENSECAT00000006552
ENSECAG00000004421	ENSECAT00000004290
ENSECAG00000004422	ENSECAT00000004302
ENSECAG00000004423	ENSECAT00000004299
ENSECAG00000004424	ENSECAT00000004332
ENSECAG00000004425	ENSECAT00000004285
ENSECAG00000004426	ENSECAT00000004287
ENSECAG00000004427	ENSECAT00000004304
ENSECAG00000004428	ENSECAT00000004286
ENSECAG00000026991	ENSECAT00000028953
ENSECAG00000004430	ENSECAT00000004340
ENSECAG00000004431	ENSECAT00000004415
ENSECAG00000004432	ENSECAT00000004288
ENSECAG00000004433	ENSECAT00000004408
ENSECAG00000004435	ENSECAT00000004307
ENSECAG00000004436	ENSECAT00000005340
ENSECAG00000004437	ENSECAT00000005771
ENSECAG00000004437	ENSECAT00000005783
ENSECAG00000004437	ENSECAT00000005791
ENSECAG00000004438	ENSECAT00000004309
ENSECAG00000004439	ENSECAT00000004378
ENSECAG00000004440	ENSECAT00000004355
ENSECAG00000004441	ENSECAT00000004305
ENSECAG00000004442	ENSECAT00000004377
ENSECAG00000004443	ENSECAT00000004350
ENSECAG00000004444	ENSECAT00000004778
ENSECAG00000004445	ENSECAT00000005677
ENSECAG00000004446	ENSECAT00000005016
ENSECAG00000004446	ENSECAT00000005080
ENSECAG00000004447	ENSECAT00000004337
ENSECAG00000004448	ENSECAT00000004313
ENSECAG00000004449	ENSECAT00000004367
ENSECAG00000004450	ENSECAT00000004400
ENSECAG00000004451	ENSECAT00000004315
ENSECAG00000004452	ENSECAT00000004318
ENSECAG00000004453	ENSECAT00000004346
ENSECAG00000004454	ENSECAT00000004321
ENSECAG00000004455	ENSECAT00000004317
ENSECAG00000004456	ENSECAT00000004311
ENSECAG00000004457	ENSECAT00000004320
ENSECAG00000004458	ENSECAT00000004319
ENSECAG00000004459	ENSECAT00000004314
ENSECAG00000004460	ENSECAT00000004390
ENSECAG00000004461	ENSECAT00000004312
ENSECAG00000004462	ENSECAT00000004327
ENSECAG00000004463	ENSECAT00000004952
ENSECAG00000004464	ENSECAT00000004341
ENSECAG00000004465	ENSECAT00000006536
ENSECAG00000004466	ENSECAT00000004324
ENSECAG00000004467	ENSECAT00000004342
ENSECAG00000004468	ENSECAT00000004331
ENSECAG00000004469	ENSECAT00000004325
ENSECAG00000004470	ENSECAT00000006393
ENSECAG00000004471	ENSECAT00000004932
ENSECAG00000004472	ENSECAT00000004412
ENSECAG00000004473	ENSECAT00000004424
ENSECAG00000004474	ENSECAT00000004499
ENSECAG00000004475	ENSECAT00000004368
ENSECAG00000026871	ENSECAT00000028849
ENSECAG00000026812	ENSECAT00000029072
ENSECAG00000012861	ENSECAT00000013353
ENSECAG00000012861	ENSECAT00000029064
ENSECAG00000004477	ENSECAT00000004347
ENSECAG00000004478	ENSECAT00000004436
ENSECAG00000004479	ENSECAT00000004339
ENSECAG00000004480	ENSECAT00000004338
ENSECAG00000004481	ENSECAT00000004351
ENSECAG00000004482	ENSECAT00000004334
ENSECAG00000004483	ENSECAT00000004472
ENSECAG00000004484	ENSECAT00000005184
ENSECAG00000004485	ENSECAT00000004354
ENSECAG00000004486	ENSECAT00000004349
ENSECAG00000004487	ENSECAT00000004379
ENSECAG00000004488	ENSECAT00000004393
ENSECAG00000004489	ENSECAT00000004343
ENSECAG00000004490	ENSECAT00000004389
ENSECAG00000004491	ENSECAT00000004386
ENSECAG00000004492	ENSECAT00000004385
ENSECAG00000004493	ENSECAT00000004353
ENSECAG00000004494	ENSECAT00000004447
ENSECAG00000004495	ENSECAT00000004418
ENSECAG00000004496	ENSECAT00000004356
ENSECAG00000004497	ENSECAT00000004369
ENSECAG00000004498	ENSECAT00000004444
ENSECAG00000004499	ENSECAT00000004361
ENSECAG00000004500	ENSECAT00000004360
ENSECAG00000004501	ENSECAT00000004364
ENSECAG00000004502	ENSECAT00000004495
ENSECAG00000004503	ENSECAT00000004635
ENSECAG00000004504	ENSECAT00000004374
ENSECAG00000004505	ENSECAT00000004375
ENSECAG00000004506	ENSECAT00000004363
ENSECAG00000004507	ENSECAT00000004362
ENSECAG00000004508	ENSECAT00000004373
ENSECAG00000004509	ENSECAT00000004402
ENSECAG00000004510	ENSECAT00000004598
ENSECAG00000004511	ENSECAT00000004371
ENSECAG00000004512	ENSECAT00000004490
ENSECAG00000004513	ENSECAT00000006627
ENSECAG00000004514	ENSECAT00000004381
ENSECAG00000004515	ENSECAT00000004391
ENSECAG00000004516	ENSECAT00000004395
ENSECAG00000004517	ENSECAT00000004380
ENSECAG00000004518	ENSECAT00000004383
ENSECAG00000004519	ENSECAT00000004409
ENSECAG00000004520	ENSECAT00000004382
ENSECAG00000004521	ENSECAT00000004967
ENSECAG00000004522	ENSECAT00000004398
ENSECAG00000004523	ENSECAT00000004392
ENSECAG00000004524	ENSECAT00000004399
ENSECAG00000004525	ENSECAT00000004413
ENSECAG00000004526	ENSECAT00000004401
ENSECAG00000004527	ENSECAT00000004397
ENSECAG00000004528	ENSECAT00000004411
ENSECAG00000004529	ENSECAT00000004422
ENSECAG00000004530	ENSECAT00000004437
ENSECAG00000004531	ENSECAT00000004396
ENSECAG00000004532	ENSECAT00000004698
ENSECAG00000004533	ENSECAT00000004616
ENSECAG00000004534	ENSECAT00000005288
ENSECAG00000004535	ENSECAT00000004588
ENSECAG00000004536	ENSECAT00000006158
ENSECAG00000004536	ENSECAT00000006168
ENSECAG00000004537	ENSECAT00000004482
ENSECAG00000004538	ENSECAT00000004416
ENSECAG00000004539	ENSECAT00000004405
ENSECAG00000004540	ENSECAT00000004403
ENSECAG00000004541	ENSECAT00000004407
ENSECAG00000004542	ENSECAT00000004427
ENSECAG00000004543	ENSECAT00000004406
ENSECAG00000004544	ENSECAT00000004410
ENSECAG00000004545	ENSECAT00000004451
ENSECAG00000004546	ENSECAT00000004404
ENSECAG00000004547	ENSECAT00000004455
ENSECAG00000004548	ENSECAT00000005267
ENSECAG00000004549	ENSECAT00000006035
ENSECAG00000004550	ENSECAT00000004440
ENSECAG00000004551	ENSECAT00000004414
ENSECAG00000004552	ENSECAT00000004548
ENSECAG00000004553	ENSECAT00000005003
ENSECAG00000004554	ENSECAT00000004419
ENSECAG00000004555	ENSECAT00000004420
ENSECAG00000004556	ENSECAT00000005687
ENSECAG00000004557	ENSECAT00000004471
ENSECAG00000004558	ENSECAT00000006718
